symbol,date,aes,n_events,n_unknown_ref,p_spread_one_tick,mean_spread_ticks,median_spread_ticks,p90_spread_ticks,n_trades,price,volume,hidden_share,at_touch_displayed,mean_order_size,trades_per_second,effective_half_spread_ticks,quoted_half_spread_ticks,fill_A,fill_k,fill_r2,hawkes_self,hawkes_cross,hawkes_branching,hawkes_delta,hawkes_lambda,hawkes_ks,hawkes_ks_p,hawkes_branching_single,hawkes_ks_p_single,rv_1s,preavg,tsrv,kernel,noise_var,vol_preavg_pct,optimal_sampling,rv_10s,eta_mid,eta,eta_continuations,eta_alternations,eta_se,implicit_spread_ticks,uz_variance,uz_vol_pct,grid_rv_over_uz,variance_inflation_pred,qr_mean_queue_emp,qr_moves_simulated,qr_holding_s,qr_vol_pct,qr_vol_half_pct,qr_mean_queue_sim,glft_half_spread_flat,glft_half_spread_ticks
INTC,2020-01-30,132.37579320966987,1601352,0,0.9541390437083157,1.0553791277852784,1.0,1.0,17561,65.72078545071466,3560888,0.13698015775840183,0.9549700264882197,202.77250726040657,0.7702192982456141,0.47131116687578417,0.540857582142247,1.764911557881982,645.5382694902657,0.7603719025600421,0.6734105518065376,0.1728243175101004,0.846234869316638,0.5005862342964372,0.38587629880112123,0.20388552304496713,1.8967019070700653e-279,0.7230627922438823,0.0,0.0002187805548393912,0.0002119602420564469,0.00017648425944416336,0.00020084244507193489,1.4959188255479562e-11,1.4558854421157144,36887.36125569606,0.00019485743457274706,0.4862232933819698,0.7933743169398907,2323,1464,0.02647467556380755,-0.5867486338797814,0.00019787148501707196,1.4066679957156627,0.6692791956073668,0.6302195436934998,5.860406726808275,2000,1.8211417718139447,1.7247784032270077,0.8623892016135039,18.95482787129546,0.0015806375729778225,0.15806375729778224
ISRG,2019-01-30,61.870123497178376,97085,0,7.063346840446108e-06,49.38275429042587,44.0,81.0,4391,502.12313577772716,186073,0.33419679373149247,0.9948364888123924,42.3759963561831,0.1925877192982456,14.887039586919105,17.745957640628557,0.1662775427854338,7.884889127037039,0.979782190111164,0.7355603888373761,0.08345345210766052,0.8190138409450366,0.6521069367297155,0.09752416792012052,0.21913666366486995,9.895222653558701e-71,0.7208167098404751,0.0,0.00037777207950887395,0.00019957350258635993,0.00025558114520247434,0.00020908959413007213,3.908326357123739e-10,1.4127048615558735,4024.5875080754863,0.00024762734153555157,0.4533333333333333,6.461538461538462,168,13,1.860154015970598,-11.923076923076923,0.00035461047787865076,1.883110400052665,0.6288146846887959,0.07738095238095238,0.8662984946851058,2000,7.194917245244631,0.11357553592963793,0.056787767964818964,1.5769120523780107,0.12885360621347314,12.885360621347314
ISRG,2019-03-27,49.49736635161803,170032,0,1.5041624220946656e-05,40.636577759967636,38.0,63.0,4911,558.4248989004276,130528,0.3045246996812944,0.9944444444444445,26.57870087558542,0.21539473684210525,11.5235582010582,12.52748930971289,0.395800293443379,16.120485695461383,0.9621226151770871,0.6172499040406407,0.08095089082450965,0.6982007948651504,0.536299013216131,0.10803429548649754,0.1972891893138512,4.57902062639462e-72,0.6806432072232653,0.0,0.00018825060185425016,0.00018121553753959094,0.00020307541268551227,0.00018980347748340945,1.5427907952392608e-11,1.3461632053342973,32551.594334451063,0.00019228062336677202,0.5908382066276803,5.770833333333333,277,24,1.2279375328129443,-10.541666666666666,0.00027483186209471843,1.6578053628056537,0.6116965222038204,0.08664259927797835,0.6720725287023214,2000,5.214807693967159,0.11995656073506089,0.059978280367530445,1.768015214115095,0.06301919306712593,6.301919306712593
ISRG,2019-07-30,71.65182620830315,89042,0,2.4890666663932524e-06,37.64908287839882,33.0,62.0,2645,532.9381861247638,96204,0.2853831441520103,0.9985429820301117,36.37202268431002,0.11600877192982456,11.02887323943662,12.439886578449904,0.1638120072605258,13.002730082320165,0.9872935887964762,0.7088051072069291,0.06492466916623979,0.7737297763731689,0.6438804380406893,0.05905768025505557,0.28413200418392126,1.0234962272527055e-69,0.7246792215076336,1.109690687543856e-279,7.609978349590824e-05,6.210362445994728e-05,7.005173924484067e-05,6.982799156608597e-05,3.0693600461321946e-11,0.788058528663622,10077.65323434339,6.917038327700878e-05,0.5088858509911142,1.1,77,35,0.22424476423255527,-1.2000000000000002,7.705296932449684e-05,0.8777982075881497,0.9407569373189201,0.45454545454545453,0.7935314246588944,2000,7.606639056268584,0.10407218789350921,0.052036093946754604,2.0421386901888825,0.07817235282701604,7.817235282701604
ISRG,2019-08-30,69.90714735363905,102141,0,2.5371057272586353e-07,41.32979441169208,39.0,60.0,3571,511.1065584430132,119711,0.34613360509894664,0.9964257347100873,33.52310277233268,0.15662280701754386,11.528482922954726,12.912069448333801,0.2836655050197696,16.44579012592357,0.9578621537289604,0.712296067355964,0.0845794648151662,0.7968755321711302,0.6277166025407978,0.07878022412548226,0.3173508625253034,4.6277486197414903e-119,0.7241805150544695,0.0,8.8857003685762e-05,9.128509609206141e-05,8.854393800564998e-05,9.534241834848778e-05,0.0,0.9554323424087203,inf,8.280565090466328e-05,0.5851970181043663,3.8035714285714284,213,28,0.7645946948390978,-6.607142857142857,0.0001354357213888791,1.1637685396541664,0.6897087415154027,0.13145539906103287,0.6729754527071772,2000,5.936365313483572,0.12283896979131059,0.061419484895655296,1.3538043463945535,0.06178773149065184,6.178773149065184
ISRG,2019-10-30,72.90849313698527,100233,0,4.316814674229642e-08,50.78439773617442,44.0,80.0,2845,554.3251335676625,89394,0.3560977246795087,0.9935029778018408,31.421441124780316,0.12478070175438596,15.018110449377367,16.42688927943761,0.13273785609084574,9.204845492374927,0.9913094732425973,0.690234892197154,0.07547795449105073,0.7657128466882047,0.6147569377061032,0.06369308227755532,0.32816626855683856,2.785567644095627e-90,0.7391973780417097,4.4483619437488584e-272,0.00013030752933361413,0.00011232018119316199,9.883417137261882e-05,0.00011197829334934112,3.94462849245435e-11,1.059812158795897,12655.553038023525,0.0001210116775120805,0.3752925442995654,1.0,28,14,0.32732683535398854,-1.0,0.00011265559351584812,1.0613933932140718,0.9758351532799462,0.5,0.7361196345712505,2000,7.370263528204992,0.10164870499387547,0.05082435249693774,1.3369325173570645,0.11041042121729655,11.041042121729655
ISRG,2019-12-30,55.493308927202115,105967,0,2.8556958917747354e-06,49.639764816520014,37.0,96.0,2778,593.1221752699784,83138,0.2973610142173254,0.9973711882229233,29.927285817134628,0.12184210526315789,13.305436382754994,16.221202303815694,0.10412575906736199,8.158576315561962,0.992811274949143,0.4872907834946638,0.07651755487494456,0.5638083383696084,0.41077322861971927,0.0611534229796414,0.17754217294214317,8.112916212594851e-29,0.570966795918535,7.424230918371954e-99,0.00016118262105989603,0.00011358958712991473,7.770817488678478e-05,0.00010590044705052057,1.043757241138417e-10,1.0657841579321525,6665.089965743678,0.00011315782550279901,0.2505631783739504,1.2307692307692308,32,13,0.4047960089109366,-1.4615384615384617,0.00012842252472716623,1.1332366245721421,0.9474888457644687,0.40625,0.6443109971441533,2000,3.1355635226531473,0.14564848297036218,0.07282424148518109,1.0665578933512727,0.12458539188741533,12.458539188741533
ISRG,2020-01-30,63.1801264421188,144190,0,5.967096873686485e-07,45.85085546105129,41.0,70.0,3925,565.3231644840764,165653,0.3701774190627396,1.0,42.20458598726115,0.17214912280701755,13.763412955465588,15.583821656050954,0.21146671118390264,10.711391212255576,0.9921650962050602,0.7158899869358549,0.07158732685360852,0.7874773137894635,0.6443026600822463,0.08677652510419932,0.2759469038686379,5.43213509815953e-88,0.7086871436921814,2.475476893481069e-302,0.00021267591361615203,0.00019455881428823445,0.00023190037785628486,0.00024492276814674685,3.973100375864065e-11,1.3948434115994328,18166.067295915447,0.0001834355628433781,0.26969313508383425,1.8076923076923077,47,13,0.5664734112258523,-2.6153846153846154,0.00017350527665472648,1.3172140169870896,0.911461733506792,0.2765957446808511,0.9892731360608371,2000,3.158390991020653,0.15225732704942552,0.07612866352471276,1.767757053270046,0.094856296442439,9.485629644243899
MSFT,2019-01-30,133.18643541865853,1653087,0,0.9111165916718014,1.107586307213006,1.0,1.0,32419,105.48318886455475,7127463,0.10564474343816306,0.971052535637464,219.85449890496315,1.4218859649122808,0.5211207116555471,0.5682624386933588,1.014275509976298,272.06130892397607,0.8367033109255826,0.7342104409839458,0.14976216754174904,0.8839726085256949,0.5844482734421967,0.7129906743079162,0.11423593996415654,9.1028135213086e-158,0.7853618136876017,0.0,0.00014282030267186288,0.00012413659177562794,9.9118245294818e-05,0.00011006087236372443,4.097340962691546e-11,1.1141660189380573,13190.010588409681,0.00012431496707392256,0.4186501749644874,0.6552352551358516,3955,3018,0.015837047806151795,-0.31047051027170314,0.0001235277773021779,1.1114305075090296,0.8009709104835815,0.7630847029077118,5.233896044471271,2000,1.3970118024647478,1.2269437159090153,0.6134718579545076,23.16582569488485,0.003745731322587285,0.3745731322587285
MSFT,2019-03-27,117.18046287585604,2135614,0,0.8903490342180955,1.1167566962421143,1.0,2.0,29952,116.67195076121796,5335986,0.0960476657922266,0.9737680708845018,178.15124198717947,1.3136842105263158,0.49029418622726567,0.5387620192307692,3.1122398981068673,643.6309113655578,0.7579976447109659,0.6201601769134091,0.19515527717623324,0.8153154540896423,0.4250048997371758,0.6522316171713513,0.14736362775798284,2.2783315070163176e-248,0.7307657314008262,0.0,0.00014658233585552636,0.00011666035887096932,0.00011360897136070329,0.00012075841637407168,6.561952179984965e-11,1.0800942499197435,9244.998268807205,0.00012382673692013267,0.47081428571428574,0.7904278462654097,4360,2758,0.01923095484124612,-0.5808556925308195,0.0001270183402703096,1.1270241358121378,0.6757595562905379,0.6325688073394495,4.645746940087326,2000,1.1379783072646368,1.2290639420817373,0.6145319710408687,12.207016626213194,0.001582016230089767,0.1582016230089767
MSFT,2019-07-30,117.39133496718217,1211420,0,0.7840600021228843,1.2376320046707274,1.0,2.0,16517,140.66153770055095,2557569,0.15892826351899011,0.9764004952027237,154.8446449113035,0.7244298245614035,0.5072361497988239,0.5584851970696858,1.4748090495115287,514.8994637344192,0.8366450213320868,0.6382735699335216,0.09597056872557402,0.7342441386590957,0.5423030012079475,0.36330460961941025,0.1631563292849477,3.761078079701885e-157,0.6561625970223894,0.0,5.124531804003874e-05,5.279025418592829e-05,4.957515224324369e-05,5.1995766593239516e-05,0.0,0.7265690207126112,inf,5.015092819607136e-05,0.5103846907452159,0.7548111190306486,2118,1403,0.025982413386084386,-0.5096222380612971,4.790739763852893e-05,0.6921517004134926,0.7356417406240726,0.6624173748819642,4.516127427004461,2000,1.994840775572724,0.7699782356737209,0.38498911783686046,9.897302074364074,0.0019812490117476086,0.19812490117476086
MSFT,2019-08-30,115.89265370846115,1560585,0,0.6525106388396797,1.3764152939949952,1.0,2.0,23627,137.34497182460743,3622188,0.13354966666556237,0.984493670886076,153.3071486011766,1.0362719298245615,0.5507805907172996,0.6013459178059,1.6706921872429772,382.94732294095735,0.9026281399836109,0.8031327741427211,0.16845638019517706,0.9715891543378982,0.634676393947544,0.6876925145273338,0.31447726829454453,0.0,0.7222451509735965,0.0,9.126883263722702e-05,7.863772625386877e-05,8.186173769403027e-05,7.948009107404761e-05,2.770003768313374e-11,0.8867791509382073,12630.30180049098,8.36051385856695e-05,0.47488658457550226,0.7430019305019305,3079,2072,0.02111232181049731,-0.48600386100386106,9.130111979486866e-05,0.9555161944983909,0.7426819441367273,0.6729457616109126,3.240358113361094,2000,1.0792785391646185,1.0720829602815793,0.5360414801407897,12.038982810292403,0.002659740699193338,0.2659740699193338
MSFT,2019-10-30,126.43228837732235,1240070,0,0.670980605058827,1.3593550800918544,1.0,2.0,26350,143.77448047817836,3835913,0.13027250618040606,0.9803686082498037,145.5754459203036,1.155701754385965,0.5898581920642986,0.6323719165085389,1.032623965709988,231.47288920647492,0.9392415135326995,0.6895119162191286,0.15042043284413903,0.8399323490632675,0.5390914833749896,0.5797589395237439,0.15572030982430515,9.78399543664868e-238,0.7726581591898143,0.0,8.707330195897013e-05,6.317289883184675e-05,4.434922367650067e-05,5.081028917458446e-05,5.241362452109971e-11,0.7948138073275195,7134.6237970470465,6.796475486529302e-05,0.4314871986777684,0.6684523809523809,3369,2520,0.017605180245006458,-0.3369047619047618,8.956995809165447e-05,0.9464140642005193,0.8160907951333836,0.7479964381121995,2.527353040723637,2000,1.1841487934607273,0.9777391005957852,0.4888695502978926,5.09806773317069,0.004399961176756766,0.43999611767567665
MSFT,2019-12-30,123.02552141743602,1220972,0,0.7823764958506068,1.2295487640681828,1.0,2.0,20649,157.62717823139135,3066442,0.14557914351551407,0.9749685609916762,148.5031720664439,0.9056578947368421,0.5146721360560512,0.567703036466657,1.3802452787417094,428.7866997472119,0.8995043503097044,0.701435474788471,0.1493361344200726,0.8507716092085437,0.5520993403683985,0.4557712784556261,0.13648777201092258,1.1193616447077672e-141,0.7239324818779898,0.0,4.5623828107731076e-05,4.644830167516316e-05,4.838089882565939e-05,4.535981844981279e-05,0.0,0.6815299089193604,inf,4.410664617617397e-05,0.4032947533975884,0.6784037558685446,2601,1917,0.020421146663293047,-0.35680751173708924,4.48048610402982e-05,0.6693643330825015,0.7878830802231209,0.7370242214532872,4.319541856329819,2000,1.678586776236679,0.7490398594578187,0.37451992972890935,8.547116114522703,0.00237795576451905,0.23779557645190497
MSFT,2020-01-30,99.86012879484821,1854142,0,0.46590929593191444,1.6641171428669117,2.0,2.0,54487,172.27241694899703,7950626,0.22976505246253565,0.9889192471159685,145.91785196468882,2.389780701754386,0.6811075693179518,0.7618422743039625,2.9089950252477603,241.6492456087611,0.9672233821102206,0.8102654920479679,0.09536566221343062,0.9056311542613986,0.7148998298345373,1.2070842816018847,0.12326753414420633,5.29983668269933e-259,0.8212364563742288,0.0,0.00015065476938053277,0.00022802643976160055,0.00014592506201356397,0.00020730544723001354,0.0,1.5100544353154972,inf,0.00018832140677995496,0.30208274458825524,0.7227523324851569,6817,4716,0.013689169554609592,-0.4455046649703138,0.0001677309067676566,1.2951096739954366,0.7746869211007682,0.691799911984744,2.8771482735675264,2000,0.6765589101125268,1.079541576180413,0.5397707880902065,4.937940381576686,0.004206537461748554,0.4206537461748554
MU,2019-01-30,282.5623872610208,1180250,0,0.9679722838622768,1.0406411083512364,1.0,1.0,16869,38.17864872843678,5505769,0.12484777330832442,0.962882096069869,326.38384018021225,0.7398684210526316,0.4835691411935954,0.5478985120635486,1.5948517030289484,593.3826153682467,0.7582408401698508,0.6706657398618581,0.178962521058599,0.8496282609204571,0.49170321880325907,0.37147170647689304,0.17017522493306717,1.8031787696374886e-175,0.7152647930864673,0.0,0.0005789104835693824,0.000578652097920192,0.00048290316398005633,0.0005580808433123883,5.666600491040738e-13,2.4055188586252902,638817.2393049136,0.0005905531491598497,0.6912931708952722,0.8593639575971731,2432,1415,0.028732818069517926,-0.7187279151943462,0.0006096597750827878,2.469128945767693,0.6226328386434394,0.5818256578947368,3.79971199864773,2000,1.2653771662875757,3.561864375197299,1.7809321875986495,19.40042163092769,0.0017197071452993591,0.1719707145299359
MU,2019-03-27,224.43253324398918,1588379,0,0.9623340877050628,1.044072468241125,1.0,1.0,18030,39.45283997226844,6251733,0.09965236839129246,0.9621391716636453,346.7405990016639,0.7907894736842105,0.4747329521684563,0.5294509151414309,1.7873240852432233,635.2724160961736,0.7615789052377624,0.6628507985462462,0.1800511468114126,0.8429019453576587,0.4827996517348336,0.39569759574967805,0.18184098769675672,8.057906680428823e-228,0.7294850767145545,0.0,0.0005819915485151027,0.000462736381878215,0.0007440653929634396,0.0005935737987412204,2.615290764682005e-10,2.1511308232606754,9215.575194796136,0.0004549306582432651,0.6159665444976976,0.7654711673699015,2177,1422,0.026100014438668946,-0.530942334739803,0.0004930278881668064,2.22042313122253,0.685682106090309,0.6531924666972899,7.275802275061458,30,,,,,0.00160596738185594,0.160596738185594
MU,2019-07-30,269.7686030441263,1172630,0,0.9731056470479866,1.0306255008166425,1.0,1.0,12468,47.085519826756496,3826401,0.09933093787086089,0.9833841313538492,306.89773820981713,0.5468421052631579,0.4899557565627765,0.520171639396856,1.350029687168641,691.0478950190236,0.7608899457871049,0.7436547405470237,0.11675945306992364,0.8604141936169474,0.6268952874771001,0.2747710852373839,0.18612154506088746,6.974916865554757e-148,0.7390778384178943,0.0,0.00021780323205731144,0.00020807025436955586,0.00022389403973637276,0.00019330429947300772,2.1344436547152997e-11,1.4424640528261212,28747.287463610766,0.0002138821505238952,0.5135082478243927,0.7336548767416935,1369,933,0.03114597440930973,-0.467309753483387,0.00020546923843709272,1.4334198213959954,0.7103738448931406,0.6815193571950329,6.4067356654347964,2000,1.9076547156978063,2.352180655921715,1.1760903279608574,16.083598847266707,0.0014792506981708277,0.14792506981708275
MU,2019-08-30,241.8607729389656,1202402,0,0.9693873791515497,1.035382784832401,1.0,1.0,12706,45.44614379033527,3053299,0.09621920421157575,0.9627140489780888,240.3037147804187,0.5572807017543859,0.47212483888786594,0.5182197387061231,1.4731003370957672,734.3759221072426,0.7588241576585224,0.7476054451416507,0.10965213622205236,0.8572575813637031,0.6379533089195983,0.2796534900177344,0.22411549628702507,5.841590160887751e-228,0.7138425402098493,0.0,0.0002593825550967589,0.00022294012573279847,0.0001966274636616857,0.000211912677484427,7.991830929209993e-11,1.4931179649739617,12483.641998492572,0.00021080668033316967,0.5182805091090591,0.7022022022022022,1403,999,0.029069469688088056,-0.40440440440440434,0.00020434370494357013,1.429488387303549,0.7418698609093619,0.7120456165359943,4.522007624330119,2000,1.7115833867208274,2.572834550697368,1.286417275348684,13.164125575235031,0.0013917467315882072,0.13917467315882073
